entity1,relation,entity2
花菜,别名,菜花
水芋,属于,植物
甲维盐,治疗,玉米
麻黄,属于,中药
甲基硫菌灵可湿性粉剂,防治,蛇眼病
绿叶菜,属于,蔬菜
杏鲍菇,属于,微生物
土牛膝,科,苋科
鸡,饲料,豆粕
三级苗,属于,枣树
旋毛虫病,属于,疾病
小白鼠,种,老鼠
鹅,饲料,豆粕
马鞭草,属于,植物
雀麦,属于,中药
抗生素,属于,疾病
豚鼠,别名,荷兰猪
天龙宝,防治,美国白蛾
细菌性肠炎,属于,疾病
杏仁,属于,植物
瓜绢螟,属于,动物
麦,防治,禾本科杂草
果树,病害,花脸病
茶橙瘿螨,属于,动物
猪棘头虫病,属于,疾病
小白鼠,属于,动物
苦参,属于,植物
金心吊兰,属于,吊兰
紫薇,属于,花卉
细菌病毒,属于,微生物
辛乳油,防治,桑螟
黄瓜,虫害,小菜蛾
黄金桂,属于,茶叶
翠菊,科,菊科
豆科,科,苦参
敌敌威乳剂,防治,蚜虫
苜蓿,科,豆科
小麦,包含,郑麦9023
秋刀鱼,属于,鱼类
有益菌,属于,细菌
水稻,包含,籼稻
杜鹃,属于,花木
龙芽草,科,蔷薇科
萝卜属,属于,植物
西洋参,属于,植物
青皮丝瓜,属于,普通丝瓜
虱,属于,动物
八仙花,属于,植物
碧桃,属于,乔木和花灌木类
毛白杨,属于,乔木
大肠杆菌,属于,微生物
香菇,属于,真菌
402抗菌剂,防治,根腐病
异丙威,属于,农药
肝癌,属于,疾病
花生,虫害,金龟子
毒死蜱,防治,桃小食心虫
葛根,别名,葛藤
番茄,病害,白粉病
黄瓜,属于,植物
猪支原体肺炎,属于,疾病
淡竹,属于,植物
梨果,科,蔷薇科
毛细线虫病,属于,疾病
麦芽,属于,中药
贯众,属于,中草药
狂犬病毒,属于,传染病
代森锰锌可湿性粉剂,防治,斑枯病
草,别名,草本
杏鲍菇,属于,真菌
西瓜皮,属于,植物
金银花,属于,植物
枫杨,属于,植物
花罗汉,属于,动物
旱金莲,属于,植物
滑子蘑,属于,真菌
豆类蔬菜,属于,蔬菜
荷花,属于,植物
皮肤病,属于,疾病
南方大口鲶,属于,动物
北京小杂56号,属于,植物
鲁单9002,属于,农作物
枇杷,属于,植物
香果,别名,川芎
夏白菜,病害,细菌性软腐病
霜霉病,属于,农作物
粉蚧,属于,动物
痒螨,属于,动物
紫穗槐,科,豆科
豆角,病害,细菌性角斑病
咪鲜胺乳油,防治,叶枯病
蚧壳虫,属于,动物
舌状绦虫,属于,动物
赢力,防治,稻瘟病
扑虱灵可湿性粉剂,防治,黑刺粉虱
烟草,属于,植物
甲霉灵,别名,硫菌霉威
芹菜,病害,斑枯病
菱角,别名,水栗
胡桃,属于,植物
青枯病,属于,细菌性病害
氯化钙液,防治,脐腐病
鸡腿菇,别名,毛头鬼伞
鳊,属于,动物
黄瓜,病害,炭疽病
土牛膝,属于,植物
丝瓜,病害,蔓枯病
金银花,虫害,青菜虫
吊瓜,病害,霜霉病
花生,病害,锈病
火麻仁,属于,植物
马醉木,科,杜鹃花科
石榴皮,属于,中药
菇菌清,防治,胡桃肉状菌
翠菊,属于,植物
南天竹,属于,小灌木类
桃树,病害,腐心病
番薯,别名,甘薯
莱农14号,属于,玉米
郁李仁,属于,植物
金黄色葡萄球菌,属于,微生物
三角梅,属于,中药
鼠害,病原,老鼠
速灭杀丁,防治,豆荚螟
四季海棠,别名,瓜子
铁线莲,属于,植物
二级枣苗,属于,枣树
秋薯,虫害,缺窝老苗
水稻,包含,东北大米
维生素B12,属于,疾病
敌杀死,防治,黄斑卷叶虫
凤尾菇,属于,中药
真菌毒素,属于,真菌
春薯,病害,晚霜
水葫芦,属于,中药
眉豆,种,扁豆
氟苯尼考,治疗,牛
菜花,属于,农作物
病毒性传染病,属于,疫病
小米草,属于,植物
菜豆,属于,蔬菜
架豆,属于,四季豆
叶子花,属于,植物
猝倒病,属于,农作物
武运粳21号,属于,农作物
玉米,病害,矮花叶病
硫磺,别名,硫磺粉
兰花,病害,腐烂病
菲醌,防治,丹参根腐病
阿维菌素,防治,小菜蛾
鳊,别名,草鳊
水疱,属于,疾病
梨小食心虫,属于,动物
彩叶马醉木,属于,树种
芜菁,属于,农作物
生石灰,防治,青枯病
良姜,属于,植物
瓢虫,别名,金龟
小麦,病害,黑穗病
肤霉病,属于,疾病
猪气喘病,属于,疾病
银边吊兰,属于,中药
指环虫病,属于,动物
茉莉花,属于,木樨科
淡水鱼,属于,鱼类
贯众,属于,植物
野燕麦,属于,农作物
水稻,别名,稻谷
硫磺粉,防治,叶斑病
糯玉米,属于,玉米
多菇丰,防治,胡桃肉状菌
世高 阿米妙收,防治,白粉病
桑白皮,属于,中药
抑太保乳油,防治,豆荚螟
大葱,属于,植物
老鼠,别名,田鼠
豆瓣菜,虫害,黄曲条跳甲
桃蚜,属于,动物
甲基托布津可湿性粉剂,防治,锈病
兔瘟疫苗,治疗,兔
地衣芽孢杆菌,属于,微生物
尿血,属于,疾病
蔬菜,病害,细菌性病害
山瑞鳖,别名,鳖
冬枣,属于,植物
辣椒,病害,根腐病
桂花,属于,乔木和花灌木类
鳗鲡,属于,动物
枣苗,属于,枣树
葡萄,病害,冻害
天龙宝,防治,桃小食心虫
脓肿,属于,疾病
丰产树,属于,苹果树
维生素E,防治,抗氧化剂
链霉素,防治,细菌性软腐病
落葵,别名,木耳菜
中华绒螯蟹,别名,河蟹
抗虫棉,属于,农作物
蟾蜍,别名,癞蛤蟆
青花椰菜,属于,蔬菜
獭兔,属于,动物
杀毒矾,防治,霜霉病
豇豆,属于,植物
鳢,属于,动物
玉米,病害,黑穗病
波尔多液,防治,炭疽病
施基肥拌药,防治,白蚁
蜜香红茶,属于,茶
越夏小黄瓜,属于,小黄瓜
白糖,别名,白砂糖
硫菌 霉威可湿性粉剂,防治,病害
疫苗,属于,疾病
火棘,属于,植物
生猪,别名,猪
晶体敌百虫,防治,葱蚜
猪苓,属于,中药
橘皮,别名,陈皮
象草,科,禾本科
白掌,属于,花卉
雪峰花皮,属于,西瓜
播娘蒿,科,十字花科
彩色马蹄莲,属于,花卉
贡选1号,属于,植物
落葵,病害,紫斑病
潜叶蛾,虫害,黄桃
云杉,属于,乔木和花灌木类
熏烟剂,防治,细菌性病害
褐腐病,病原,真菌
宝巾,别名,三角梅
木耳菜,属于,农作物
海蜇皮,属于,植物
向日葵,属于,花卉
野豌豆属,属于,植物
烟草,虫害,蚜虫
多菌灵,防治,煤霉病
敌杀死,防治,平小卷叶虫
羽扇豆,属于,植物
草豆蔻,属于,植物
小黄鱼,属于,动物
油葵,属于,植物
香茅,属于,中药
炭疽福美可湿性粉剂,防治,苹果炭疽病
树干涂白,防治,病虫害
消毒药,属于,植物
西兰花,虫害,小菜蛾
梨属,属于,植物
尖吻鲈,属于,动物
西红柿,病害,青枯病
杀毒矾可湿性粉剂,防治,斑枯病
青皮,属于,植物
甜椒,病害,软腐病
毒死蜱微囊悬浮剂,防治,金龟子
鲫,属于,动物
向日葵,病害,细菌性叶斑病
四季海棠,属于,花卉
水貂,属于,动物
传染性法氏囊炎,属于,疾病
苏云金杆菌,防治,小菜蛾
可杀得可湿性粉剂,防治,黄萎病
黑斑病,属于,植物
巴氏杆菌,属于,细菌
阿苯达唑,治疗,兔
心包炎,属于,疾病
桃树,病害,小叶病
菜花,属于,植物
桂花树,种,桂花
七叶树,属于,植物
豆角,属于,农作物
香菜,别名,芫荽
牛蒡,科,菊科
吡虫啉,治疗,玉米
番茄,病害,裂果症
水稻纹枯病,属于,农作物
莱菔子,种,萝卜
蝼蛄,属于,中药
清瘟败毒散,防治,传染性法氏囊炎
榆,种,榆树
羊鼻蝇蛆病,属于,疾病
食肉动物,属于,微生物
白叶枯病,属于,微生物
博落回,属于,中药
鸭茅,属于,植物
吊兰,属于,植物
芜菁,属于,植物
除虫菊,属于,动物
粉虱,种,棉粉虱
大白菜,别名,白菜
急性病,包含,霍乱
瓢虫,目,鞘翅目
荠菜,虫害,蚜虫
香菇,属于,植物
硕丹,防治,绿盲蝽
甲基硫菌灵,防治,白粉病
大青叶,属于,中药
巨峰葡萄,属于,植物
香椿,属于,树
传染疾病,属于,疾病
蜀桧,属于,树种
小菜蛾,属于,动物
丝瓜,病害,白粉病
青菜,属于,植物
野燕麦,属于,植物
骨碎补,属于,植物
新城疫病毒,属于,动物
菊酯类杀虫剂,防治,蚜虫
鲢,属于,动物
鳢,别名,乌鱼
1605粉,防治,吸浆虫
瓜皮,属于,植物
慢性消耗性疾病,属于,疾病
马唐,属于,植物
农作物,包含,蔬菜
白毛,属于,植物
茄科,属于,植物
荧光假单胞杆菌,属于,细菌
抗菌素,属于,疾病
猪,病害,细小病毒病
小黄瓜,属于,黄瓜
油松,属于,植物
硕丹,防治,大造桥虫
葫芦科,属于,植物
白糖,属于,中药
麦穗鱼,属于,动物
除草剂,防治,禾本科杂草
高羊茅,属于,植物
甲维盐,防治,硕丹
猪传染性胃肠炎,属于,疾病
工蜂,属于,动物
好安威,防治,蚜虫
番茄,病害,疫病
香果,属于,中药
维生素E,属于,维生素
漂白粉,属于,微生物
国槐,属于,树
烟碱合剂,防治,蚜虫
梨,虫害,食心虫
豆梨,属于,植物
喷施磷酸二氢钾,防治,细菌性病害
甲霜灵锰锌,防治,霜霉病
石榴树,病害,炭疽病
陈皮,属于,植物
黄山松,属于,植物
玉米,虫害,蚜虫
银边吊兰,属于,吊兰
葱,别名,大葱
甲霜灵锰锌,防治,晚疫病
藕,属于,农作物
黑松,属于,乔木和花灌木类
黑曲霉,属于,微生物
多菌灵,防治,褐斑病
杀毒矾可湿性粉剂,防治,晚疫病
姜科,属于,植物
炎症,属于,疾病
洞庭1号,属于,西瓜
肝癌,属于,微生物
茶叶,属于,茶
盐酸土霉素,属于,西药
鸭瘟疫苗,治疗,鸭
蝇蛆病,属于,疾病
锐劲特,治疗,水稻
青萝卜,种,萝卜
棉铃,属于,农作物
青霉素,治疗,牛
树干涂白,属于,植物
辣根,属于,中药
羊病,属于,疾病
大眼鳜,属于,动物
红薯,科,旋花科
白灵菇,属于,食用菌
西葫芦,属于,植物
月鳢,属于,动物
阿莫西林,治疗,鸭
炙甘草,属于,中药
菜籽,科,十字花科
蛤蜊,属于,中药
绿萝,属于,水培花卉
灰菜,属于,植物
鱼尾葵,别名,红棕竹
呼吸道疾病,属于,疾病
草鳊,别名,鳊鱼
葵花籽,科,菊科
含羞草,属于,花卉
镇稻11号,属于,稻
乐斯本,防治,瓜实蝇
杂粮,包含,玉米
西红柿,病害,晚疫病
多效唑,防治,大豆皱缩花叶病
肉鸽,别名,鸽子
栝楼,属于,中药
升霜霉威盐酸盐水剂,防治,疫病
半滑舌鳎,属于,鱼类
鸡,病害,新城疫病毒
树苗,属于,果树
食心虫,属于,动物
谷子,属于,农作物
白掌,属于,植物
彩色马蹄莲,属于,植物
毛头鬼伞,属于,微生物
蚜虫,科,蚜科
果树,属于,树
假单孢杆菌,属于,疾病
黑曲霉,属于,真菌
白喉,属于,疾病
红薯,种,番薯
鲐鱼,别名,花生
果树,虫害,金纹细蛾
兔,饲料,白菜
棉酚,属于,疾病
卷叶蛾,属于,动物
野芋,属于,中药
牛腿瓜,属于,南瓜苗
杜鹃,属于,花卉
青鱼,病害,赤皮病
蒜叶青可湿性粉剂,防治,大蒜白腐病
兔瘟,属于,疾病
南豆12,属于,植物
水芋,别名,马蹄莲
生鱼,别名,乌鳢
四季豆,别名,芸豆
流产,属于,疾病
番茄,病害,炭疽病
辛硫磷,防治,蒜蛆
灭菌,属于,农作物
球虫病,属于,疾病
甲霉灵,属于,杀菌剂
菱角,属于,菱
黄金桂,属于,茶
蛆,属于,动物
武运粳23号,属于,植物
玉米,虫害,玉米螟
玉米螟,属于,昆虫
晚疫病,属于,疾病
秋薯,虫害,早霜
薏苡,别名,六谷子
莴苣,病害,软腐病
桃蛀螟,属于,动物
灶心土,属于,植物
小麦,虫害,灰飞虱
甲霜灵锰锌可湿性粉剂,防治,黑胫病
硕丹,防治,美国白蛾
番茄,属于,蔬菜
茶树,虫害,螨
吡虫啉,治疗,水稻
棉花,虫害,玉米螟
冰硼散,属于,中药
曲霉菌,属于,微生物
菜心,属于,植物
藻类,属于,植物
敌百虫可溶性粉剂,防治,小猿叶虫
莜麦,属于,农作物
乳酸菌,属于,细菌
巴豆,属于,植物
毛头鬼伞,属于,真菌
一串红,属于,花卉
螟虫,属于,动物
晚稻,属于,水稻
百菌清,防治,疫病
母草,属于,中药
彭泽鲫,属于,动物
野苜蓿,属于,植物
龙果,属于,植物
口蘑,属于,真菌
病毒必克,防治,花叶病
辛硫磷乳油,防治,黄曲条跳甲
燕麦,属于,植物
盲肠肝炎,属于,疾病
中华绒螯蟹,别名,螃蟹
苯菌灵,别名,苯来特
空心菜,属于,中药
代森锰锌,防治,青枯病
蜜虫,别名,蚜虫
小黄鱼,别名,黄花鱼
葱叶,属于,植物
棉铃,属于,植物
紫花苜蓿,别名,苜蓿
水肿,属于,疾病
玉米螟,别名,钻心虫
病毒性肺炎,属于,疾病
巴氏杆菌,属于,微生物
风寒,属于,疾病
武运粳23号,属于,早熟晚粳稻
王锦蛇,属于,动物
轮状病毒,属于,病毒
茉莉属,属,茉莉
蜀桧大树,别名,蜀桧
菠菜,属于,叶菜
黄刺玫,属于,植物
柑橘,属于,果园
麦叶蜂,属于,动物
苏铁,别名,铁树
前后盘吸虫,属于,疾病
速扑杂乳油,防治,蚧壳虫
青杂2号,属于,植物
鱼尾葵,别名,假桄榔
新高脂膜,防治,霜霉病
康乃馨,种,香石竹
鲈鱼,属于,动物
多抗霉素水剂,防治,霜霉病
辣椒,病害,软腐病
直播稻,属于,植物
高锰酸钾,防治,花叶病毒病
猴子,属于,动物
三棱,属于,中药
曲霉菌,属于,真菌
甲基托布津,防治,霜霉病
丝瓜,病害,细菌性软腐病
鲫,属于,鱼
口蹄疫疫苗,治疗,牛
蔬菜,虫害,细菌性病害
胡萝卜,病害,黑腐病
杨树腐烂病,别名,烂皮病
代森锰锌,防治,斑枯病
若虫,属于,动物
豆蚜,属于,植物
香葱,属于,植物
兰花,虫害,介壳虫
乳牛,别名,奶牛
农用链霉素可湿性粉剂,防治,菜蚜
樱桃,属于,植物
安泰生,防治,苹果斑点落叶病
绒山羊,属于,植物
牛,饲料,红薯
梨锈病,别名,赤星病
乐果乳剂,防治,蚜虫
冬小麦,属于,植物
金边瑞香,属于,花卉
狂犬病毒,属于,疾病
布鲁氏菌,属于,细菌
白鹭,属于,动物
梨,属于,果树
三角鲂,属于,动物
小茨藻,属于,植物
辣椒幼苗,属于,辣椒
莲子草,属于,植物
吡虫啉可湿性粉剂,防治,蚜虫
薰衣草,属于,植物
水稻,病害,水稻立枯病
艾叶,属于,中药
牛,饲料,牧草
慈菇,属于,中药
乳房炎,属于,疾病
茶叶,属,山茶
郑杂9号,属于,西瓜
连粳7号,属于,稻
苜蓿,病害,病毒病
空心菜,别名,竹叶菜
石榴树,虫害,矢尖蚧
甲基托布津,防治,猝倒病
西瓜,属于,瓜类作物
早稻,属于,水稻
林蛙,科,蛙
景丰宝,属于,农作物
花椒,属于,树
含羞草,属于,植物
茼蒿立枯病,病原,病毒
红富士苹果,别名,红富士
百菌清,防治,炭疽病
地老虎,属于,动物
霉灵可湿性粉剂,防治,叶斑病
普力克,防治,疫病
丹皮,属于,中药
石菖蒲,属于,植物
食用菌,包含,木耳
鲢鱼,属于,中药
加瑞农,属于,杀菌剂
法桐大树,别名,法桐
茄子绵疫病,别名,烂茄子
棉花,病害,枯黄萎病
幼虾,属,虾
莜麦,属于,植物
甲维盐,防治,小菜蛾
丝瓜,病害,疫病
黑腐病,科,十字花科
甲氨基阿维菌素苯甲酸盐,防治,甜菜夜蛾
苹果,病害,黄叶病
支原体肺炎,属于,疾病
连粳7号,属于,中熟中粳稻
苹果,虫害,卷叶蛾
韭菜,属于,蔬菜
苦瓜,属于,植物
小白菜,虫害,小菜蛾
灌木,属于,红叶小檗
锦葵,属于,植物
芥菜,属于,中药
农用链霉素可湿性粉剂,防治,软腐病
牛膝,科,苋科
水晶兰,属于,中药
番薯,别名,红苕
水晶兰,属于,花卉
百菌清可湿性粉剂,防治,叶枯病
毛头鬼伞,属于,中草药
菠菜,属于,植物
葛根,属于,植物
杀螟松,防治,瓜绢螟
莴笋,属于,蔬菜
漂浮植物,包含,挺水植物
稻叶,属于,植物
禾本科杂草,别名,野麦子
90 晶体敌百虫,防治,叶蝉
猪瘟,属于,传染性疾病
革兰氏阴性菌,属于,细菌
孔雀鱼,属于,动物
茎枯病,属于,疾病
麦蚜,别名,蜜虫
马铃薯,属于,蔬菜
鸡,饲料,大麦
燕子掌,别名,景天树
石鲽,属于,动物
倒挂金钟,属于,花卉
亚麻,虫害,草地螟
吡虫啉可湿性粉剂,防治,四绒金龟甲
三角梅,别名,叶子花
烟草,别名,烟
水稻,包含,龙稻18
新枝霉素,防治,青枯病
绿丰1号,包含,黄瓜
黄花鱼,属于,动物
殖酸硼钙,防治,裂果症
草地螟,属于,动物
柑,属于,植物
杜鹃花科,属于,植物
烤烟,虫害,烟青虫
蓝藻,属于,微生物
貉,属于,动物
丙磺舒,属于,化学药品
呼吸系统疾病,属于,疾病
果树,虫害,黄斑卷叶虫
稻株,属于,水稻
川朴,属于,植物
生石灰,防治,溃疡病
黑鱼,别名,乌鳢
硕丹,防治,桃小食心虫
莲子,属于,荷花
黄瓜,病害,细菌性角斑病
黑腹果蝇,属于,动物
蒜,属于,蔬菜
萤蔺,属于,植物
莪术,科,姜科
瓜子金,属于,植物
托布津,防治,炭疽病
花鲈,别名,鲈鱼
洋葱,属于,蔬菜
大蟾蜍,属于,动物
草莓,病害,蛇眼病
苦参碱,防治,桃蛀螟
甜椒,病害,疫病
香葱,病害,灰霉病
向日葵,虫害,甲虫
海参,属于,动物
菊科牧草,属于,牧草
茉莉花,属于,茉莉属
麦红蜘蛛,属于,动物
过路黄,属于,植物
籼稻,科,禾本科
癣病,属于,疾病
万寿菊,科,菊科
大樱桃树,科,蔷薇科
丝瓜,病害,炭疽病
精神萎靡,属于,疾病
菌类,属于,真菌
景蜜宝,属于,西瓜
根腐病,属于,疾病
鸭疫里默氏杆菌病,别名,鸭传染性浆膜炎
紫叶李,属于,植物
上海青,别名,青菜
绿得保胶悬剂,防治,苹果斑点落叶病
蝗虫,属于,昆虫
玉米,病害,玉米大斑病
有棱丝瓜,属于,植物
番薯,别名,红薯
早佳,属于,丝瓜
盐酸肾上腺素注射液,属于,西药
氰霜唑,防治,绵疫病
精喹禾灵,防治,早熟禾
胡桃醌,属于,中药
白菜,病害,细菌性软腐病
克螨灵 吡虫啉,防治,红蜘蛛
中华倒刺鲃,属于,动物
柑桔,虫害,蚧壳虫
中华猕猴桃,别名,猕猴桃
鳖,属于,动物
樱桃树,别名,大樱桃树
盲肠肝炎,别名,黑头病
蚕豆,病害,病毒病
棉花,病害,枯 黄萎病
蟾蜍,属于,动物
无籽西瓜,属于,植物
菜花,病害,霜霉病
囊蚴,属于,昆虫
犊牛,属于,植物
金边瑞香,属于,植物
果树,病害,苹果炭疽病
黄荆,属于,中药
百菌清,防治,杨树溃疡病
杀毒矾,防治,根腐病
红茶,科,山茶
金边吊兰,属于,花卉
假单孢杆菌,属于,微生物
西红柿,病害,溃疡病
蟹爪兰,属于,花卉
麝香,属于,植物
禾蓟马,属于,动物
黄瓜,病原,花叶病毒
草菇,属于,微生物
银耳,属于,真菌
意杨苗,病害,杨树溃疡病
三角梅,别名,簕杜鹃
等量式波尔多液,防治,疫病
鸡,虫害,新城疫病毒
杜邦万克灵,防治,蒙古灰象甲
辛硫磷乳油,防治,银纹夜蛾
保桑灵,防治,桑毛虫
代林锌,防治,落叶病
毒死蜱,治疗,玉米
藤蔓植物,属于,植物
桑树,属于,桑
菱角,别名,菱实
果树,虫害,平小卷叶虫
甘遂,属于,植物
海狸鼠,属于,动物
鸭疫里默氏杆菌病,属于,疾病
葛根,科,豆科
溃疡,属于,疾病
寄生虫,属于,疾病
甲霜灵,防治,绵疫病
小麦,虫害,麦蜘蛛
青干草,属于,植物
黑肩绿盲蝽,属于,动物
扁豆,虫害,蚜虫
茶叶,属于,植物
南瓜子,属于,植物
花蝇科,属于,动物
四季豆,虫害,豆荚螟
蚜科,属于,动物
梨锈病,病原,病毒
山葡萄,属于,中药
荜澄茄,属于,植物
田螺,属于,鱼类
滑石粉,属于,中药
甲基硫菌灵可湿性粉剂,防治,菌核病
花卉,属于,中草药
异食癖,属于,疾病
瓜叶菊,属于,农作物
高效氯氰菊酯,防治,花叶病
苏梗,属于,植物
草木灰,属于,农作物
左旋咪唑,属于,疾病
香菜,别名,香荽
痘苗病毒,病原,病毒
棉花,病害,黄萎病
儿茶,科,豆科
年宵花,科,十字花科
草莓,虫害,蚜虫
四季豆,病害,疫病
安乃近,属于,西药
小地老虎,科,夜蛾科
华山松,属于,乔木和花灌木类
